OrderDate,PostalCode,State,OrderID
2020-05-12,7018,TAS,AU2245847777357
2020-05-12,4006,QLD,AU2245871894605
2020-05-12,4006,QLD,AU2245876973645
2020-05-12,2206,NSW,AU2245903941709
2020-05-12,3350,VIC,AU2245920686157
2020-05-12,3038,VIC,AU2246034882637
2020-05-12,2195,NSW,AU2246096650317
2020-05-12,2196,NSW,AU2246164021325
2020-05-12,2216,NSW,AU2246195380301
2020-05-13,4211,QLD,AU2246489604173
2020-05-13,4160,QLD,AU2247088439373
2020-05-13,2008,NSW,AU2247285637197
2020-05-13,4209,QLD,AU2247297597517
2020-05-13,2321,NSW,AU2247492010061
2020-05-13,2212,NSW,AU2247807303757
2020-05-13,2200,NSW,AU2247810023501
2020-05-13,2010,NSW,AU2247845281869
2020-05-13,2536,NSW,AU2247852949581
2020-05-13,2217,NSW,AU2247884144717
2020-05-13,2110,NSW,AU2247912816717
2020-05-13,2580,NSW,AU2248011546701
2020-05-13,2428,NSW,AU2248021508173
2020-05-13,3029,VIC,AU2248047657037
2020-05-13,2074,NSW,AU2248057782349
2020-05-13,2762,NSW,AU2248088911949
2020-05-13,2196,NSW,AU2248104247373
2020-05-13,2011,NSW,AU2248113160269
2020-05-13,3300,VIC,AU2248136687693
2020-05-13,3204,VIC,AU2248168308813
2020-05-13,6051,WA,AU2248264712269
2020-05-13,5019,SA,AU2248302723149
2020-05-13,5095,SA,AU2248318746701
2020-05-13,4305,QLD,AU2248328773709
2020-05-13,5114,SA,AU2248333131853
2020-05-13,3006,VIC,AU2248434974797
2020-05-13,2150,NSW,AU2248471248973
2020-05-13,4226,QLD,AU2248505589837
2020-05-13,6701,WA,AU2248521547853
2020-05-13,2074,NSW,AU2248652619853
2020-05-13,2221,NSW,AU2248678506573
2020-05-14,2161,NSW,AU2248777236557
2020-05-14,2615,ACT,AU2248796143693
2020-05-14,2166,NSW,AU2248848310349
2020-05-14,3153,VIC,AU2248962834509
2020-05-14,4825,QLD,AU2249529622605
2020-05-14,3737,VIC,AU2249610559565
2020-05-14,4077,QLD,AU2249670590541
2020-05-14,3038,VIC,AU2249714565197
2020-05-14,2456,NSW,AU2249727475789
2020-05-14,2456,NSW,AU2249745399885
2020-05-14,2022,NSW,AU2249761259597
2020-05-14,3060,VIC,AU2249872310349
2020-05-14,4702,QLD,AU2249886564429
2020-05-14,2298,NSW,AU2249889382477
2020-05-14,5251,SA,AU2250001645645
2020-05-14,4352,QLD,AU2250224959565
2020-05-14,3087,VIC,AU2250265264205
2020-05-14,4878,QLD,AU2250265428045
2020-05-14,2161,NSW,AU2250352885837
2020-05-14,2601,ACT,AU2250367795277
2020-05-14,4520,QLD,AU2250417569869
2020-05-14,3204,VIC,AU2250427793485
2020-05-14,3754,VIC,AU2250445946957
2020-05-14,3337,VIC,AU2250467508301
2020-05-14,3337,VIC,AU2250469081165
2020-05-14,3170,VIC,AU2250482122829
2020-05-14,2281,NSW,AU2250529472589
2020-05-14,4301,QLD,AU2250568564813
2020-05-14,3044,VIC,AU2250618404941
2020-05-14,2298,NSW,AU2250628038733
2020-05-14,3169,VIC,AU2250632101965
2020-05-14,2047,NSW,AU2250651959373
2020-05-14,2770,NSW,AU2250754883661
2020-05-14,2195,NSW,AU2250792435789
2020-05-14,7467,TAS,AU2250818715725
2020-05-14,2170,NSW,AU2250825039949
2020-05-14,2330,NSW,AU2250825891917
2020-05-14,3844,VIC,AU2250831855693
2020-05-14,3121,VIC,AU2250833756237
2020-05-14,3166,VIC,AU2250834214989
2020-05-14,2170,NSW,AU2250848960589
2020-05-14,2210,NSW,AU2250864197709
2020-05-14,6230,WA,AU2250883825741
2020-05-14,4209,QLD,AU2250891821133
2020-05-14,2557,NSW,AU2250930094157
2020-05-14,5044,SA,AU2250941825101
2020-05-14,2136,NSW,AU2250948313165
2020-05-14,2103,NSW,AU2250951917645
2020-05-14,6112,WA,AU2250961190989
2020-05-14,3041,VIC,AU2251016241229
2020-05-14,3205,VIC,AU2251021942861
2020-05-15,2011,NSW,AU2251171168333
2020-05-15,2280,NSW,AU2251218714701
2020-05-15,6150,WA,AU2251235622989
2020-05-15,2322,NSW,AU2251293589581
2020-05-15,6026,WA,AU2251364565069
2020-05-15,2142,NSW,AU2251428757581
2020-05-15,2174,NSW,AU2252019597389
2020-05-15,3042,VIC,AU2252147851341
2020-05-15,3644,VIC,AU2252284592205
2020-05-15,5093,SA,AU2252399444045
2020-05-15,2195,NSW,AU2252419137613
2020-05-15,2060,NSW,AU2252602671181
2024-12-19,2160,NSW,11391884984696
2024-12-21,3840,VIC,11394757820792
2024-12-23,2747,NSW,11399608205688
2024-12-24,2206,NSW,11401387999608
2024-12-26,3074,VIC,11404498731384
2024-12-26,5108,SA,11404840599928
2024-12-28,4210,QLD,11410941215096
2025-03-05,3088,VIC,11587895525752
2025-03-06,3825,VIC,11591574913400
2025-03-07,5113,SA,11592139932024
2025-03-08,5092,SA,11594501423480
2025-03-08,2557,NSW,11594871701880
2020-06-13,6714,WA,AU2321981734989
2020-06-13,4573,QLD,AU2322941444173
2020-06-13,4116,QLD,AU2323257163853
2020-06-13,5108,SA,AU2323367985229
2020-06-13,5108,SA,AU2323383550029
2020-06-13,2199,NSW,AU2323516850253
2020-06-13,6035,WA,AU2323543195725
2020-06-13,4077,QLD,AU2323570753613
2020-06-13,2140,NSW,AU2323682885709
2020-06-13,2122,NSW,AU2323754844237
2020-06-13,4217,QLD,AU2323756187725
2020-06-13,2760,NSW,AU2323884900429
2020-06-14,3037,VIC,AU2324131479629
2020-06-14,2077,NSW,AU2324329562189
2020-06-14,2216,NSW,AU2324332216397
2020-06-14,2200,NSW,AU2324485570637
2020-06-14,2769,NSW,AU2325629993037
2020-06-14,2204,NSW,AU2325719646285
2020-06-14,3082,VIC,AU2325742813261
2020-06-14,4217,QLD,AU2325806219341
2020-06-14,3806,VIC,AU2325829419085
2020-06-14,3977,VIC,AU2325833580621
2020-06-14,2100,NSW,AU2325937815629
2020-06-14,2760,NSW,AU2326062301261
2020-06-14,4218,QLD,AU2326078816333
2020-06-14,3145,VIC,AU2326247047245
2020-06-14,4570,QLD,AU2326256910413
2020-06-15,5064,SA,AU2326310649933
2020-06-15,2019,NSW,AU2327234543693
2020-06-15,5373,SA,AU2327238180941
2020-06-15,2765,NSW,AU2327242604621
2020-06-15,2765,NSW,AU2327254925389
2020-06-15,2529,NSW,AU2327339532365
2020-06-15,5114,SA,AU2327524507725
2020-06-15,4217,QLD,AU2327808016461
2020-06-15,2171,NSW,AU2327812538445
2020-06-15,5073,SA,AU2327995482189
2020-06-15,2066,NSW,AU2328140709965
2020-06-15,5073,SA,AU2328144445517
2020-06-15,4740,QLD,AU2328150310989
2020-06-15,3016,VIC,AU2328287379533
2020-06-15,2193,NSW,AU2328297341005
2020-06-15,2196,NSW,AU2328331780173
2020-06-15,2640,NSW,AU2328350064717
2020-06-15,3199,VIC,AU2328406491213
2020-06-16,2168,NSW,AU2328673845325
2020-06-16,2145,NSW,AU2328713855053
2020-06-16,2000,NSW,AU2328764416077
2020-06-16,3805,VIC,AU2328997232717
2020-06-16,5095,SA,AU2329798541389
2020-06-16,4510,QLD,AU2329838846029
2020-06-16,2444,NSW,AU2329852248141
2020-06-16,3912,VIC,AU2329901629517
2020-06-16,3043,VIC,AU2329937379405
2020-06-16,2197,NSW,AU2329951010893
2020-06-16,4352,QLD,AU2330009731149
2020-06-16,3105,VIC,AU2330034339917
2020-06-16,5073,SA,AU2330051706957
2020-06-16,3561,VIC,AU2330170228813
2020-06-16,3056,VIC,AU2330182549581
2020-06-16,5117,SA,AU2330345242701
2020-06-16,2261,NSW,AU2330394918989
2020-06-16,3081,VIC,AU2330490896461
2020-06-16,7019,TAS,AU2330623705165
2020-06-16,3033,VIC,AU2330690388045
2020-06-16,2170,NSW,AU2330732134477
2020-06-16,2680,NSW,AU2330788134989
2020-06-16,3043,VIC,AU2330819887181
2020-06-16,3047,VIC,AU2331001913421
2020-06-16,6164,WA,AU2331024982093
2020-06-16,3630,VIC,AU2331081408589
2020-06-16,3024,VIC,AU2331136229453
2020-06-16,4350,QLD,AU2331166277709
2020-06-16,2064,NSW,AU2331194556493
2020-06-16,5024,SA,AU2331214184525
2020-06-17,4825,QLD,AU2331576827981
2020-06-17,6065,WA,AU2331588657229
2020-06-17,5011,SA,AU2331612184653
2020-06-17,2016,NSW,AU2331675885645
2020-06-17,3073,VIC,AU2331757641805
2020-06-17,2030,NSW,AU2332524413005
2020-06-17,4000,QLD,AU2332539879501
2020-06-17,4101,QLD,AU2332872114253
2020-06-17,3331,VIC,AU2332890005581
2020-06-17,3169,VIC,AU2332918939725
2020-06-17,2151,NSW,AU2333036380237
2020-06-17,4017,QLD,AU2333143236685
2020-06-17,2350,NSW,AU2333193338957
2020-06-17,2350,NSW,AU2333195960397
2020-06-17,2211,NSW,AU2333196943437
2020-06-17,6059,WA,AU2333202382925
2020-06-17,2190,NSW,AU2333248782413
2020-06-17,6062,WA,AU2333251141709
2020-06-17,3977,VIC,AU2333375692877
2020-06-17,2145,NSW,AU2333450731597
2020-06-17,2010,NSW,AU2333451976781
2020-06-17,2765,NSW,AU2333452763213
2020-06-17,3763,VIC,AU2333457776717
2020-06-17,6171,WA,AU2333485793357
2020-06-17,7310,TAS,AU2333493788749
2020-06-17,3021,VIC,AU2333526261837
2020-06-17,2142,NSW,AU2333577117773
2020-06-17,2165,NSW,AU2333658775629
2020-06-17,2166,NSW,AU2333766582349
2020-06-18,2194,NSW,AU2333788733517
2020-06-18,3059,VIC,AU2333789028429
2020-06-18,4125,QLD,AU2333803282509
2020-06-18,6121,WA,AU2334831738957
2020-06-18,3136,VIC,AU2335033589837
2020-06-18,6054,WA,AU2335062851661
2020-06-18,4680,QLD,AU2335203262541
2020-06-18,2060,NSW,AU2335257264205
2020-06-18,2171,NSW,AU2335338299469
2020-06-18,2604,ACT,AU2335452921933
2020-06-18,4163,QLD,AU2335619448909
2020-06-18,2047,NSW,AU2335691046989
2020-06-18,4110,QLD,AU2335695274061
2020-06-18,2165,NSW,AU2335711035469
2020-06-18,4069,QLD,AU2335738757197
2020-06-18,2761,NSW,AU2335851413581
2020-06-18,3046,VIC,AU2335872614477
2020-06-18,3152,VIC,AU2335903154253
2020-03-21,3044,VIC,AU2107501084749
2020-03-21,2206,NSW,AU2107502198861
2020-03-22,6038,WA,AU2107604435021
2020-03-22,6030,WA,AU2107704639565
2020-03-22,5116,SA,AU2108097757261
2020-03-22,2566,NSW,AU2108230041677
2020-03-22,2197,NSW,AU2108447293517
2020-03-22,2768,NSW,AU2108564668493
2020-03-22,6230,WA,AU2108579479629
2020-03-22,5114,SA,AU2108649570381
2020-03-22,3196,VIC,AU2108733587533
2020-03-22,3043,VIC,AU2108760162381
2020-03-22,6030,WA,AU2108778184781
2020-03-22,5108,SA,AU2108900835405
2020-03-22,6065,WA,AU2108927672397
2020-03-23,3184,VIC,AU2109724753997
2020-03-23,2261,NSW,AU2110101717069
2020-03-23,6171,WA,AU2110188748877
2020-03-23,2283,NSW,AU2110199496781
2020-03-23,3805,VIC,AU2110220992589
2020-03-23,4116,QLD,AU2110229479501
2020-03-23,3805,VIC,AU2110230626381
2020-03-23,3805,VIC,AU2110249467981
2020-03-24,5163,SA,AU2110753046605
2020-03-24,2144,NSW,AU2111149375565
2020-03-24,2221,NSW,AU2111455232077
2020-03-24,3041,VIC,AU2111513231437
2020-03-24,2500,NSW,AU2111583879245
2020-03-24,2506,NSW,AU2111595511885
2020-03-24,5116,SA,AU2111677169741
2020-03-24,2765,NSW,AU2111763873869
2020-03-25,2090,NSW,AU2112448036941
2020-03-25,2134,NSW,AU2112837779533
2020-03-25,7005,TAS,AU2112946831437
2020-03-25,3030,VIC,AU2113088716877
2020-03-25,2216,NSW,AU2113138294861
2020-03-25,2557,NSW,AU2113144881229
2020-03-25,2165,NSW,AU2113174306893
2020-03-25,2558,NSW,AU2113194065997
2020-03-25,2107,NSW,AU2113272053837
2020-03-26,3026,VIC,AU2113877278797
2020-03-26,5076,SA,AU2114165801037
2020-03-26,5038,SA,AU2114271805517
2020-03-26,2170,NSW,AU2114391670861
2020-03-26,4701,QLD,AU2114409857101
2020-03-26,2213,NSW,AU2114509799501
2020-03-26,2153,NSW,AU2114550661197
2020-03-26,2020,NSW,AU2114600075341
2020-03-26,2750,NSW,AU2114656174157
2020-03-26,2220,NSW,AU2114723577933
2020-03-26,3429,VIC,AU2114724986957
2020-03-26,4077,QLD,AU2114786951245
2020-03-26,6721,WA,AU2114801598541
2020-03-27,2212,NSW,AU2117078122573
2020-03-27,6055,WA,AU2118420725837
2020-03-27,3076,VIC,AU2119028801613
2020-03-27,3020,VIC,AU2119231569997
2020-03-27,2601,ACT,AU2119455211597
2020-03-27,2217,NSW,AU2119974781005
2020-03-27,2219,NSW,AU2120010825805
2020-03-28,2761,NSW,AU2120892022861
2020-03-28,3429,VIC,AU2121116450893
2020-03-28,3630,VIC,AU2121559736397
2020-03-28,2333,NSW,AU2121706078285
2020-03-28,2097,NSW,AU2121746448461
2020-03-28,3032,VIC,AU2121778004045
2020-03-28,2261,NSW,AU2121783050317
2020-03-28,3805,VIC,AU2121837281357
2020-03-28,2261,NSW,AU2121883025485
2020-03-28,6069,WA,AU2121885745229
2020-03-28,3145,VIC,AU2122062069837
2020-03-28,5112,SA,AU2122092314701
2020-03-28,2110,NSW,AU2122158964813
2020-03-28,4116,QLD,AU2122166239309
2020-03-29,4710,QLD,AU2123037900877
2020-03-29,2190,NSW,AU2123260657741
2020-03-29,2259,NSW,AU2123336876109
2020-03-29,2199,NSW,AU2123382095949
2020-03-29,2518,NSW,AU2123507499085
2020-03-29,3043,VIC,AU2123508645965
2020-03-29,3146,VIC,AU2123513888845
2020-03-29,4152,QLD,AU2123540725837
2020-03-29,3978,VIC,AU2123639390285
2020-03-29,3058,VIC,AU2123640111181
2020-03-29,6063,WA,AU2123773116493
2020-03-29,3108,VIC,AU2124030672973
2020-03-29,6157,WA,AU2124096405581
2020-03-30,3075,VIC,AU2124289212493
2020-03-30,3173,VIC,AU2124806422605
2020-03-30,2529,NSW,AU2125473218637
2020-03-30,4870,QLD,AU2125489307725
2020-03-30,3060,VIC,AU2125648855117
2020-03-30,2199,NSW,AU2125811417165
2020-03-30,2372,NSW,AU2125839401037
2020-03-30,2680,NSW,AU2125940424781
2020-03-30,4014,QLD,AU2126038532173
2020-03-31,3064,VIC,AU2126954856525
2020-03-31,2526,NSW,AU2127416787021
2020-03-31,3809,VIC,AU2127451324493
2020-03-31,2615,ACT,AU2127530623053
2020-03-31,2219,NSW,AU2127573909581
2020-04-01,2500,NSW,AU2128003825741
2020-04-01,2196,NSW,AU2128091709517
2020-04-01,2212,NSW,AU2129366777933
2020-04-01,2765,NSW,AU2129543299149
2020-04-01,5098,SA,AU2129585799245
